Question ;answer ;
Gaver;Du må dokumentere utlegg til gaver ved å laste opp kopi av kvittering. I tillegg må dubeskrive anledning og mottaker.;
Gave utlegg;Du må dokumentere utlegg til gaver ved å laste opp kopi av kvittering. I tillegg må dubeskrive anledning og mottaker.;
utlegg  gave;Du må dokumentere utlegg til gaver ved å laste opp kopi av kvittering. I tillegg må dubeskrive anledning og mottaker.;
Hvordan melder jeg fra om fravær?;"Si fra til lederen din
Når du blir borte fra jobben på grunn av egen, barns eller barnepassers sykdom, skal du
samme dag sørge for at din nærmeste leder får beskjed om fraværet.
Gi samtidig en antydning om hvor lenge du kommer til å være borte.
Beskjeden kan gis per. telefon, SMS eller e-post.
Vurder om du bør varsle andre som påvirkes av ditt fravær, for eksempel nære
medarbeidere eller noen du skulle vært i møte med.";
 sykmelding ;"
Om du syk utover egenmeldingsdagene, må du levere sykmelding.
Sykmelding utstedes digitalt av din lege om du blir sykmeldt av en lege i utlandet, må du i tillegg til sykmeldingen levere egenerklæring for utenlandske sykmeldinger - NAV 08-09.06 slik at Husbanken kan søke refusjon av sykepenger fra NAV.
Når du blir sykmeldt, får du en sms eller e-post fra NAV om at det ligger en melding til deg
på nav.no. Klikk på lenken i meldingen, logg inn og send sykmeldingen digitalt til Husbanken fra nav.no.
Når sykmeldingsperioden er over får du en ny melding fra NAV om at du må du søke om sykepenger. Klikk på lenken i meldingen, logg inn og send søknaden om sykepenger digitalt. I visse tilfeller mottar du mer enn én søknad, for eksempel hvis tidsrommet for sykmeldingen er lenger enn to uker. Da skal du fylle inn hver søknad og sende til arbeidsgiver fortløpende. Husbanken utbetaler lønn til deg i sykeperioden, men for at Husbanken skal få refundert sykepengene fra NAV, må du sende søknaden om sykepenger.
Søknaden sendes direkte til NAV.
MERK: Du skal ikke registrere sykmeldingen selv i DFØ-appen eller i SAPselvbetjeningsportalen. HR-service registrerer den.
";
Reise utlegg;Du kan ha flere reiser på samme utleggskrav. Hvis du ikke får plass til beskrivelsen ikommentarfeltet, kan du laste opp eget vedlegg med beskrivelse av reisetidspunkt,reiserute og formål med reisene.;
 Registrer fraværssøknad ved sykefravær;"Registrer fraværssøknad ved sykefravær i DFØ-appen eller SAP
selvbetjeningsportalen ved første anledning og helst innen tre dager.
Merk: Alle ansatte i Husbanken plikter å registrere fraværssøknad i DFØ-appen og i SAPselvbetjeningsportalen. Sykmelding registreres av HR-service.
For fravær som skyldes barns eller barnepassers sykdom registreres fraværssøknad i
DFØ-appen eller i SAP-selvbetjeningsportalen med fraværskode Sykt barn/barnep
sykdom. 
Du kan legge inn kommentarer på egenmeldingen, for eksempel hvis du mener
sykefraværet har sammenheng med arbeidssituasjonen din.";
 Registrer fraværssøknad;"Registrer fraværssøknad ved sykefravær i DFØ-appen eller SAP
selvbetjeningsportalen ved første anledning og helst innen tre dager.
Merk: Alle ansatte i Husbanken plikter å registrere fraværssøknad i DFØ-appen og i SAPselvbetjeningsportalen. Sykmelding registreres av HR-service.
For fravær som skyldes barns eller barnepassers sykdom registreres fraværssøknad i
DFØ-appen eller i SAP-selvbetjeningsportalen med fraværskode Sykt barn/barnep
sykdom. 
Du kan legge inn kommentarer på egenmeldingen, for eksempel hvis du mener
sykefraværet har sammenheng med arbeidssituasjonen din.";
Hva er prosedyren for å rapportere fravær?;"Si fra til lederen din
Når du blir borte fra jobben på grunn av egen, barns eller barnepassers sykdom, skal du
samme dag sørge for at din nærmeste leder får beskjed om fraværet.
Gi samtidig en antydning om hvor lenge du kommer til å være borte.
Beskjeden kan gis per. telefon, SMS eller e-post.
Vurder om du bør varsle andre som påvirkes av ditt fravær, for eksempel nære
medarbeidere eller noen du skulle vært i møte med.";
Hvordan melder man fra om fravær?;"Si fra til lederen din
Når du blir borte fra jobben på grunn av egen, barns eller barnepassers sykdom, skal du
samme dag sørge for at din nærmeste leder får beskjed om fraværet.
Gi samtidig en antydning om hvor lenge du kommer til å være borte.
Beskjeden kan gis per. telefon, SMS eller e-post.
Vurder om du bør varsle andre som påvirkes av ditt fravær, for eksempel nære
medarbeidere eller noen du skulle vært i møte med.";
Hvordan varsler man om fravær i organisasjonen?;"Si fra til lederen din
Når du blir borte fra jobben på grunn av egen, barns eller barnepassers sykdom, skal du
samme dag sørge for at din nærmeste leder får beskjed om fraværet.
Gi samtidig en antydning om hvor lenge du kommer til å være borte.
Beskjeden kan gis per. telefon, SMS eller e-post.
Vurder om du bør varsle andre som påvirkes av ditt fravær, for eksempel nære
medarbeidere eller noen du skulle vært i møte med.";
Hvem skal jeg kontakte for å melde fra om mitt fravær?;"Si fra til lederen din
Når du blir borte fra jobben på grunn av egen, barns eller barnepassers sykdom, skal du
samme dag sørge for at din nærmeste leder får beskjed om fraværet.
Gi samtidig en antydning om hvor lenge du kommer til å være borte.
Beskjeden kan gis per. telefon, SMS eller e-post.
Vurder om du bør varsle andre som påvirkes av ditt fravær, for eksempel nære
medarbeidere eller noen du skulle vært i møte med.";
Er det spesifikke skjemaer eller systemer for å registrere sykefraværssøknader?;"Registrer fraværssøknad ved sykefravær i DFØ-appen eller SAP selvbetjeningsportalen ved første anledning og helst innen tre dager.
Merk: Alle ansatte i Husbanken plikter å registrere fraværssøknad i DFØ-appen og i SAPselvbetjeningsportalen. Sykmelding registreres av HR-service. For fravær som skyldes barns eller barnepassers sykdom registreres fraværssøknad i DFØ-appen eller i SAP-selvbetjeningsportalen med fraværskode Sykt barn/barnep
sykdom.  Du kan legge inn kommentarer på egenmeldingen, for eksempel hvis du mener
sykefraværet har sammenheng med arbeidssituasjonen din.";
Er det spesifikke skjemaer eller systemer for å registrere sykefraværssøknader?;"Registrer fraværssøknad ved sykefravær i DFØ-appen eller SAP selvbetjeningsportalen ved første anledning og helst innen tre dager.
Merk: Alle ansatte i Husbanken plikter å registrere fraværssøknad i DFØ-appen og i SAPselvbetjeningsportalen. Sykmelding registreres av HR-service. For fravær som skyldes barns eller barnepassers sykdom registreres fraværssøknad i DFØ-appen eller i SAP-selvbetjeningsportalen med fraværskode Sykt barn/barnep
sykdom.  Du kan legge inn kommentarer på egenmeldingen, for eksempel hvis du mener
sykefraværet har sammenheng med arbeidssituasjonen din.";
melde fra om sykefravær og søke om registrering?;"Registrer fraværssøknad ved sykefravær i DFØ-appen eller SAP selvbetjeningsportalen ved første anledning og helst innen tre dager.
Merk: Alle ansatte i Husbanken plikter å registrere fraværssøknad i DFØ-appen og i SAPselvbetjeningsportalen. Sykmelding registreres av HR-service. For fravær som skyldes barns eller barnepassers sykdom registreres fraværssøknad i DFØ-appen eller i SAP-selvbetjeningsportalen med fraværskode Sykt barn/barnep
sykdom.  Du kan legge inn kommentarer på egenmeldingen, for eksempel hvis du mener
sykefraværet har sammenheng med arbeidssituasjonen din.";
Er det krav eller retningslinjer for korrekt registrering av sykefraværssøknader?;"Registrer fraværssøknad ved sykefravær i DFØ-appen eller SAP selvbetjeningsportalen ved første anledning og helst innen tre dager.
Merk: Alle ansatte i Husbanken plikter å registrere fraværssøknad i DFØ-appen og i SAPselvbetjeningsportalen. Sykmelding registreres av HR-service. For fravær som skyldes barns eller barnepassers sykdom registreres fraværssøknad i DFØ-appen eller i SAP-selvbetjeningsportalen med fraværskode Sykt barn/barnep
sykdom.  Du kan legge inn kommentarer på egenmeldingen, for eksempel hvis du mener
sykefraværet har sammenheng med arbeidssituasjonen din.";
sykefraværssøknader etter registrering?;"Registrer fraværssøknad ved sykefravær i DFØ-appen eller SAP selvbetjeningsportalen ved første anledning og helst innen tre dager.
Merk: Alle ansatte i Husbanken plikter å registrere fraværssøknad i DFØ-appen og i SAPselvbetjeningsportalen. Sykmelding registreres av HR-service. For fravær som skyldes barns eller barnepassers sykdom registreres fraværssøknad i DFØ-appen eller i SAP-selvbetjeningsportalen med fraværskode Sykt barn/barnep
sykdom.  Du kan legge inn kommentarer på egenmeldingen, for eksempel hvis du mener
sykefraværet har sammenheng med arbeidssituasjonen din.";
Er det krav eller retningslinjer for korrekt registrering av sykefraværssøknader?;"Registrer fraværssøknad ved sykefravær i DFØ-appen eller SAP selvbetjeningsportalen ved første anledning og helst innen tre dager.
Merk: Alle ansatte i Husbanken plikter å registrere fraværssøknad i DFØ-appen og i SAPselvbetjeningsportalen. Sykmelding registreres av HR-service. For fravær som skyldes barns eller barnepassers sykdom registreres fraværssøknad i DFØ-appen eller i SAP-selvbetjeningsportalen med fraværskode Sykt barn/barnep
sykdom.  Du kan legge inn kommentarer på egenmeldingen, for eksempel hvis du mener
sykefraværet har sammenheng med arbeidssituasjonen din.";
"
hva skal jeg gjør ved syke melding";"
Om du syk utover egenmeldingsdagene, må du levere sykmelding.
Sykmelding utstedes digitalt av din lege om du blir sykmeldt av en lege i utlandet, må du i tillegg til sykmeldingen levere egenerklæring for utenlandske sykmeldinger - NAV 08-09.06 slik at Husbanken kan søke refusjon av sykepenger fra NAV.
Når du blir sykmeldt, får du en sms eller e-post fra NAV om at det ligger en melding til deg
på nav.no. Klikk på lenken i meldingen, logg inn og send sykmeldingen digitalt til Husbanken fra nav.no.
Når sykmeldingsperioden er over får du en ny melding fra NAV om at du må du søke om sykepenger. Klikk på lenken i meldingen, logg inn og send søknaden om sykepenger digitalt. I visse tilfeller mottar du mer enn én søknad, for eksempel hvis tidsrommet for sykmeldingen er lenger enn to uker. Da skal du fylle inn hver søknad og sende til arbeidsgiver fortløpende. Husbanken utbetaler lønn til deg i sykeperioden, men for at Husbanken skal få refundert sykepengene fra NAV, må du sende søknaden om sykepenger.
Søknaden sendes direkte til NAV.
MERK: Du skal ikke registrere sykmeldingen selv i DFØ-appen eller i SAPselvbetjeningsportalen. HR-service registrerer den.
";
Hvilke trinn bør jeg følge når jeg er sykemeldt?;"
Om du syk utover egenmeldingsdagene, må du levere sykmelding.
Sykmelding utstedes digitalt av din lege om du blir sykmeldt av en lege i utlandet, må du i tillegg til sykmeldingen levere egenerklæring for utenlandske sykmeldinger - NAV 08-09.06 slik at Husbanken kan søke refusjon av sykepenger fra NAV.
Når du blir sykmeldt, får du en sms eller e-post fra NAV om at det ligger en melding til deg
på nav.no. Klikk på lenken i meldingen, logg inn og send sykmeldingen digitalt til Husbanken fra nav.no.
Når sykmeldingsperioden er over får du en ny melding fra NAV om at du må du søke om sykepenger. Klikk på lenken i meldingen, logg inn og send søknaden om sykepenger digitalt. I visse tilfeller mottar du mer enn én søknad, for eksempel hvis tidsrommet for sykmeldingen er lenger enn to uker. Da skal du fylle inn hver søknad og sende til arbeidsgiver fortløpende. Husbanken utbetaler lønn til deg i sykeperioden, men for at Husbanken skal få refundert sykepengene fra NAV, må du sende søknaden om sykepenger.
Søknaden sendes direkte til NAV.
MERK: Du skal ikke registrere sykmeldingen selv i DFØ-appen eller i SAPselvbetjeningsportalen. HR-service registrerer den.
";
Hvem skal jeg kontakte når jeg er sykmeldt?;"
Om du syk utover egenmeldingsdagene, må du levere sykmelding.
Sykmelding utstedes digitalt av din lege om du blir sykmeldt av en lege i utlandet, må du i tillegg til sykmeldingen levere egenerklæring for utenlandske sykmeldinger - NAV 08-09.06 slik at Husbanken kan søke refusjon av sykepenger fra NAV.
Når du blir sykmeldt, får du en sms eller e-post fra NAV om at det ligger en melding til deg
på nav.no. Klikk på lenken i meldingen, logg inn og send sykmeldingen digitalt til Husbanken fra nav.no.
Når sykmeldingsperioden er over får du en ny melding fra NAV om at du må du søke om sykepenger. Klikk på lenken i meldingen, logg inn og send søknaden om sykepenger digitalt. I visse tilfeller mottar du mer enn én søknad, for eksempel hvis tidsrommet for sykmeldingen er lenger enn to uker. Da skal du fylle inn hver søknad og sende til arbeidsgiver fortløpende. Husbanken utbetaler lønn til deg i sykeperioden, men for at Husbanken skal få refundert sykepengene fra NAV, må du sende søknaden om sykepenger.
Søknaden sendes direkte til NAV.
MERK: Du skal ikke registrere sykmeldingen selv i DFØ-appen eller i SAPselvbetjeningsportalen. HR-service registrerer den.
";
Er det spesifikke skjemaer eller prosedyrer for å melde fra om sykemelding?;"
Om du syk utover egenmeldingsdagene, må du levere sykmelding.
Sykmelding utstedes digitalt av din lege om du blir sykmeldt av en lege i utlandet, må du i tillegg til sykmeldingen levere egenerklæring for utenlandske sykmeldinger - NAV 08-09.06 slik at Husbanken kan søke refusjon av sykepenger fra NAV.
Når du blir sykmeldt, får du en sms eller e-post fra NAV om at det ligger en melding til deg
på nav.no. Klikk på lenken i meldingen, logg inn og send sykmeldingen digitalt til Husbanken fra nav.no.
Når sykmeldingsperioden er over får du en ny melding fra NAV om at du må du søke om sykepenger. Klikk på lenken i meldingen, logg inn og send søknaden om sykepenger digitalt. I visse tilfeller mottar du mer enn én søknad, for eksempel hvis tidsrommet for sykmeldingen er lenger enn to uker. Da skal du fylle inn hver søknad og sende til arbeidsgiver fortløpende. Husbanken utbetaler lønn til deg i sykeperioden, men for at Husbanken skal få refundert sykepengene fra NAV, må du sende søknaden om sykepenger.
Søknaden sendes direkte til NAV.
MERK: Du skal ikke registrere sykmeldingen selv i DFØ-appen eller i SAPselvbetjeningsportalen. HR-service registrerer den.
";
Er det noen krav eller dokumentasjon som kreves ved sykemelding?;"
Om du syk utover egenmeldingsdagene, må du levere sykmelding.
Sykmelding utstedes digitalt av din lege om du blir sykmeldt av en lege i utlandet, må du i tillegg til sykmeldingen levere egenerklæring for utenlandske sykmeldinger - NAV 08-09.06 slik at Husbanken kan søke refusjon av sykepenger fra NAV.
Når du blir sykmeldt, får du en sms eller e-post fra NAV om at det ligger en melding til deg
på nav.no. Klikk på lenken i meldingen, logg inn og send sykmeldingen digitalt til Husbanken fra nav.no.
Når sykmeldingsperioden er over får du en ny melding fra NAV om at du må du søke om sykepenger. Klikk på lenken i meldingen, logg inn og send søknaden om sykepenger digitalt. I visse tilfeller mottar du mer enn én søknad, for eksempel hvis tidsrommet for sykmeldingen er lenger enn to uker. Da skal du fylle inn hver søknad og sende til arbeidsgiver fortløpende. Husbanken utbetaler lønn til deg i sykeperioden, men for at Husbanken skal få refundert sykepengene fra NAV, må du sende søknaden om sykepenger.
Søknaden sendes direkte til NAV.
MERK: Du skal ikke registrere sykmeldingen selv i DFØ-appen eller i SAPselvbetjeningsportalen. HR-service registrerer den.
";
